"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.66385077927953e-21,2.70664812694913,0.537,0.097,1.82863086259819e-16,"Uni Fibro (Col15a1)","Armh4"
6.49607382405556e-21,2.01414434990115,1,0.882,2.09732239483458e-16,"Uni Fibro (Col15a1)","Sparc"
6.51828013176764e-21,3.16478015224594,0.611,0.139,2.1044919233425e-16,"Uni Fibro (Col15a1)","Flt3l"
6.55697536847267e-21,1.92645983788667,0.981,0.634,2.11698506746509e-16,"Uni Fibro (Col15a1)","Serpinf1"
9.75087331817449e-21,2.18648737214051,0.926,0.535,3.14816695950582e-16,"Uni Fibro (Col15a1)","Fbln5"
1.00098364838625e-20,3.2636148771325,0.593,0.134,3.23177580717983e-16,"Uni Fibro (Col15a1)","Ndrg2"
2.33284334251079e-20,1.76358541485483,0.963,0.722,7.53181801563034e-16,"Uni Fibro (Col15a1)","Rabac1"
3.12486256461281e-20,1.76312048442162,1,0.625,1.00889312761089e-15,"Uni Fibro (Col15a1)","Dcn"
4.4771730972478e-20,1.7516460789087,0.63,0.132,1.44550010617742e-15,"Uni Fibro (Col15a1)","Thrb"
5.11166964086912e-20,1.67205387818446,0.981,0.745,1.650353660251e-15,"Uni Fibro (Col15a1)","Cd302"
6.8590311067477e-20,1.85374634715005,0.944,0.427,2.21450678312456e-15,"Uni Fibro (Col15a1)","Fxyd1"
8.55009832562354e-20,1.96922805677986,0.963,0.601,2.76048474541082e-15,"Uni Fibro (Col15a1)","Tcf21"
1.39536290126913e-19,3.02101788541432,0.556,0.115,4.50506866303751e-15,"Uni Fibro (Col15a1)","Col4a6"
1.65882303056168e-19,2.26976070976876,0.667,0.165,5.35567603647144e-15,"Uni Fibro (Col15a1)","Ntn4"
1.76395256581224e-19,2.34687667159909,0.852,0.453,5.6950972539814e-15,"Uni Fibro (Col15a1)","Lamb2"
1.90534808441914e-19,2.36051058112239,0.759,0.25,6.15160682535562e-15,"Uni Fibro (Col15a1)","Cxcl16"
2.30179802732195e-19,3.3218993239082,0.481,0.087,7.43158511101165e-15,"Uni Fibro (Col15a1)","Tmem47"
2.67842345182208e-19,2.13111614585092,0.944,0.668,8.64755795655277e-15,"Uni Fibro (Col15a1)","Cpxm1"
2.98175077647628e-19,2.32146954700416,0.907,0.53,9.62688055693131e-15,"Uni Fibro (Col15a1)","Pid1"
7.52028311587054e-19,1.74834971211278,0.981,0.819,2.42799860678996e-14,"Uni Fibro (Col15a1)","Selenop"
